name,product_url,price,original_price,image_url,sku,category
Thanh tay vịn TOTO T113BU22/T110D3R(x4),https://tototuantu.vn/products/thanh-tay-vin-toto-t113bu22-t110d3r-x4-1,"12,277,200₫","15,740,000₫",https://product.hstatic.net/1000238289/product/t113bu2_41ff165e4ca64931816da599c1918344_d81e033c6de6493ca6c3adea70606593_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Thanh tay vịn T114CL9#NW1/T110D3R(x3),https://tototuantu.vn/products/thanh-tay-vin-t114cl9-nw1-t110d3r-x3-1,"14,476,800₫","18,560,000₫",https://product.hstatic.net/1000238289/product/t114cl9sc1_9d35ea2769e44756945de53890de2b7e_eedf8dff13c24434b08ddd2def2af9f9_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Thanh tay vịn T113HK7/T110D17S,https://tototuantu.vn/products/thanh-tay-vin-t113hk7-t110d17s-1,"38,157,600₫","48,920,000₫",https://product.hstatic.net/1000238289/product/t113hk7_781b781eb9724addbef0d2961f8d0558_8aa7ba711b1e47feada275658d18a899_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Thanh tay vịn T113B6/T110D3R(x2),https://tototuantu.vn/products/thanh-tay-vin-t113b6-t110d3r-x2-1,"3,525,600₫","4,520,000₫",https://product.hstatic.net/1000238289/product/t113b6_a8bdf770360e4933a3eada70638cfb83_fb4c18e940884da8826dbf3e534bb44c_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Ống nối van xả tiểu TOTO HS376TT,https://tototuantu.vn/products/ong-noi-van-xa-tieu-toto-hs376tt-1,"766,700₫","935,000₫",https://product.hstatic.net/1000238289/product/ts445dcpk-1000x1000_6f577e4a707a4ed8aa0e9c8778c64269_5c0ec09094664456b6a3214dbed664d7_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Hộp đựng xà phòng TX728AEV1Z,https://tototuantu.vn/products/hop-dung-xa-phong-tx728aev1z-1,"2,128,620₫","2,729,000₫",https://product.hstatic.net/1000238289/product/tx728aev1z_05d6338cde1046098f28840f0360148a_e564aa0c80d64aa08829f48f9a62e4c0_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Hộp đựng xà phòng TS125R,https://tototuantu.vn/products/hop-dung-xa-phong-ts125r-1,"1,255,800₫","1,610,000₫",https://product.hstatic.net/1000238289/product/ts125r_992775d3f826465f9255181fbb8b4304_e92f1aae290a4770bb21eeecfbb590f2_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Chậu rửa treo tường TOTO LW103JT1,https://tototuantu.vn/products/chau-rua-treo-tuong-toto-lw103jt1-1,"7,888,920₫","10,114,000₫",https://product.hstatic.net/1000238289/product/lw103_3068e4a70e9945ea91a95db61e6e06f5_8c69a3e6f2c24762bf6d4835ccb4d080_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Chậu dịch vụ SK322/SK322F,https://tototuantu.vn/products/chau-dich-vu-sk322-sk322f-w-1,"11,586,900₫","14,855,000₫",https://product.hstatic.net/1000238289/product/skw322b_3_d5f082d3bb104de8aab81bef21f9e72e_a0b78b90d5c24bc6b1901f05bb0887f9_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Bàn cầu trẻ em CW425J,https://tototuantu.vn/products/ban-cau-tre-em-cw425j-w-tv150nlj-t82c32-tc30a-nw1-t53p100vr-t53rv1-w-1,"14,872,260₫","19,067,000₫",https://product.hstatic.net/1000238289/product/cw425j_97ce765c149c45998483da5b950a50a2_aaf17516a76c4f09863e5d6cc951b34b_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Bàn cầu đặt sàn CW705ENJ/TV150NSV7J/TX802CV1/T53P100VR/T53RV1/TC393VS,https://tototuantu.vn/products/ban-cau-don-cw705enj-w-tv150nsv7j-w-1,"12,969,060₫","16,627,000₫",https://product.hstatic.net/1000238289/product/cw705_2_1_e3e012c67ebf43089ce9ddaf5d1e3e01_800a47b014304f89a0e4f0ceb870788f_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
Thanh tay vịn T113BP2/T110D3R(x3),https://tototuantu.vn/products/thanh-tay-vin-t113bp2-t110d3r-x3,"9,157,200₫","11,740,000₫",https://product.hstatic.net/1000238289/product/t113bp2_ff853a0237784f85ad505350e196a744_medium.jpg,,thiet-bi-ve-sinh-khu-cong-cong
